Probe Set ID,Gene Title,Gene Symbol
1435282_PM_at,"family with sequence similarity 189, member A2",Fam189a2
1435283_PM_s_at,"family with sequence similarity 189, member A2",Fam189a2
1435284_PM_at,reticulon 4,Rtn4
1435285_PM_at,metallophosphoesterase domain containing 2,Mpped2
1435286_PM_at,Eph receptor A5,Epha5
1435287_PM_at,adducin 2 (beta),Add2
1435288_PM_at,"coronin, actin binding protein 1A",Coro1a
1435289_PM_at,endo-beta-N-acetylglucosaminidase,Engase
1435290_PM_x_at,"histocompatibility 2, class II antigen A, alpha",H2-Aa
1435291_PM_at,LEM domain containing 3,Lemd3
1435292_PM_at,"TBC1 domain family, member 4",Tbc1d4
1435293_PM_at,a disintegrin and metallopeptidase domain 22,Adam22
1435294_PM_at,"Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930423J17 product:unclassifiable, full insert sequence. /// predicted gene, 17690",AK090257 /// Gm17690
1435295_PM_at,dopey family member 1,Dopey1
1435296_PM_at,"adrenergic receptor, alpha 2c",Adra2c
1435297_PM_at,"gap junction protein, delta 2",Gjd2
1435298_PM_at,component of oligomeric golgi complex 5,Cog5
1435299_PM_at,cyclin-dependent kinase 7,Cdk7
1435300_PM_at,leucine zipper-EF-hand containing transmembrane protein 1,Letm1
1435301_PM_at,RIKEN cDNA 1110004E09 gene,1110004E09Rik
1435302_PM_at,"TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor",Taf4b
1435303_PM_at,"TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor",Taf4b
1435304_PM_at,"superoxide dismutase 1, soluble",Sod1
1435305_PM_at,"neurotrophic tyrosine kinase, receptor, type 2",Ntrk2
1435306_PM_a_at,kinesin family member 11,Kif11
1435307_PM_at,ankyrin repeat domain 34B,Ankrd34b
1435308_PM_at,fucosyltransferase 9,Fut9
1435309_PM_at,TELO2 interacting protein 2,Tti2
1435310_PM_at,synapsin III,Syn3
1435311_PM_s_at,synapsin III,Syn3
1435312_PM_at,progestin and adipoQ receptor family member VII,Paqr7
1435313_PM_at,CD200 receptor 4,Cd200r4
1435314_PM_at,tryptophan hydroxylase 2,Tph2
1435315_PM_s_at,fatty acyl CoA reductase 1,Far1
1435316_PM_at,"proteasome (prosome, macropain) subunit, alpha type 6",Psma6
1435317_PM_x_at,"proteasome (prosome, macropain) subunit, alpha type 6",Psma6
1435318_PM_at,RIKEN cDNA E130218I03 gene,E130218I03Rik
1435319_PM_at,inositol hexaphosphate kinase 2,Ip6k2
1435320_PM_at,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",Ctdspl2
1435321_PM_at,LIM and calponin homology domains 1,Limch1
1435322_PM_at,ankyrin repeat domain 40,Ankrd40
1435323_PM_a_at,membrane bound O-acyltransferase domain containing 1,Mboat1
1435324_PM_x_at,"predicted gene, 21596 /// predicted gene 6115 /// high mobility group box 1 /// high mobility group protein B1-like",Gm21596 /// Gm6115 /// Hmgb1 /// LOC102635075
1435325_PM_at,ubiquitin specific peptidase 46,Usp46
1435326_PM_at,lysophosphatidylglycerol acyltransferase 1,Lpgat1
1435327_PM_at,lysophosphatidylglycerol acyltransferase 1,Lpgat1
1435328_PM_at,cysteine and histidine rich 1,Cyhr1
1435329_PM_at,lysine (K)-specific demethylase 2A,Kdm2a
1435330_PM_at,"pyrin and HIN domain family, member 1",Pyhin1
1435331_PM_at,"pyrin and HIN domain family, member 1",Pyhin1
1435332_PM_at,5-hydroxytryptamine (serotonin) receptor 7,Htr7
1435333_PM_at,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4",Ndufaf4
1435334_PM_at,tetratricopeptide repeat domain 7,Ttc7
1435335_PM_a_at,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits",Gnptab
1435336_PM_at,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)",Celsr2
1435337_PM_at,teashirt zinc finger family member 3,Tshz3
1435338_PM_at,---,---
1435339_PM_at,potassium channel tetramerisation domain containing 15,Kctd15
1435340_PM_at,lysine (K)-specific demethylase 4A,Kdm4a
1435341_PM_at,peptidyl-prolyl isomerase G (cyclophilin G),Ppig
1435342_PM_at,"potassium inwardly-rectifying channel, subfamily K, member 6",Kcnk6
1435343_PM_at,dedicator of cytokinesis 10,Dock10
1435344_PM_at,transcription factor Dp 2,Tfdp2
1435345_PM_at,cerebral endothelial cell adhesion molecule,Cercam
1435346_PM_at,coiled-coil domain containing 82,Ccdc82
1435347_PM_at,staufen (RNA binding protein) homolog 1 (Drosophila),Stau1
1435348_PM_at,lysine (K)-specific demethylase 5C,Kdm5c
1435349_PM_at,neuropilin 2,Nrp2
1435350_PM_at,TNF receptor-associated factor 6,Traf6
1435351_PM_at,BEN domain containing 5,Bend5
1435352_PM_at,"phosphatidylinositol glycan anchor biosynthesis, class K",Pigk
1435353_PM_a_at,"phosphatidylserine decarboxylase, pseudogene 1 /// phosphatidylserine decarboxylase, pseudogene 3",Pisd-ps1 /// Pisd-ps3
1435354_PM_at,"potassium inwardly-rectifying channel, subfamily J, member 15",Kcnj15
1435355_PM_at,nebulin,Neb
1435356_PM_at,F-box protein 42,Fbxo42
1435357_PM_at,arginine/serine rich protein 1,Rsrp1
1435358_PM_at,CUE domain containing 1,Cuedc1
1435359_PM_at,metastasis suppressor 1-like,Mtss1l
1435360_PM_at,zinc finger protein 651,Zfp651
1435361_PM_at,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",Sema3g
1435362_PM_at,forkhead box J3,Foxj3
1435363_PM_at,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",Plekhg1
1435364_PM_at,cysteine and histidine rich 1,Cyhr1
1435365_PM_at,spermatogenesis associated 33,Spata33
1435366_PM_at,RIKEN cDNA D430042O09 gene,D430042O09Rik
1435367_PM_at,mitogen-activated protein kinase 4,Mapk4
1435368_PM_a_at,"poly (ADP-ribose) polymerase family, member 1",Parp1
1435369_PM_at,FAST kinase domains 5,Fastkd5
1435370_PM_a_at,carboxylesterase 1D,Ces1d
1435371_PM_x_at,carboxylesterase 1D,Ces1d
1435372_PM_a_at,proliferation-associated 2G4,Pa2g4
1435373_PM_at,"casein kinase 1, epsilon",Csnk1e
1435374_PM_at,"chromodomain protein, Y chromosome-like 2",Cdyl2
1435375_PM_at,"family with sequence similarity 105, member A",Fam105a
1435376_PM_at,DDHD domain containing 2,Ddhd2
1435377_PM_at,trafficking protein particle complex 13,Trappc13
1435378_PM_at,small integral membrane protein 5,Smim5
1435379_PM_at,URB2 ribosome biogenesis 2 homolog (S. cerevisiae),Urb2
1435380_PM_at,cytochrome c oxidase assembly protein 10,Cox10
1435381_PM_at,alpha tubulin acetyltransferase 1,Atat1
1435382_PM_at,necdin,Ndn
1435383_PM_x_at,necdin,Ndn
1435384_PM_at,ubiquitin-conjugating enzyme E2 N-like /// ubiquitin-conjugating enzyme E2N,Mcg1038069 /// Ube2n
1435385_PM_at,teashirt zinc finger family member 2,Tshz2
1435386_PM_at,Von Willebrand factor homolog,Vwf
1435387_PM_at,"solute carrier family 2 (facilitated glucose transporter), member 13",Slc2a13
1435388_PM_at,NADPH dependent diflavin oxidoreductase 1,Ndor1
1435389_PM_at,RALBP1 associated Eps domain containing protein 2,Reps2
1435390_PM_at,exoribonuclease 2,Eri2
1435391_PM_at,RNA binding motif protein 33,Rbm33
1435392_PM_at,WD repeat domain 17,Wdr17
1435393_PM_at,melanocortin 1 receptor,Mc1r
1435394_PM_s_at,"ras homolog gene family, member C",Rhoc
1435395_PM_s_at,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",Atp5j2
1435396_PM_at,syntaxin binding protein 6 (amisyn),Stxbp6
1435397_PM_at,zinc finger and BTB domain containing 44,Zbtb44
1435398_PM_at,syntaxin binding protein 5 (tomosyn),Stxbp5
1435399_PM_at,synaptopodin 2,Synpo2
1435400_PM_at,"mitochondrial calcium uptake family, member 3",Micu3
1435401_PM_at,tetratricopeptide repeat domain 26,Ttc26
1435402_PM_at,GRAM domain containing 1B,Gramd1b
1435403_PM_at,RIKEN cDNA 1700007L15 gene,1700007L15Rik
1435404_PM_at,dispatched homolog 2 (Drosophila),Disp2
1435405_PM_at,SET domain containing 4,Setd4
1435406_PM_at,coiled-coil alpha-helical rod protein 1,Cchcr1
1435407_PM_at,---,---
1435408_PM_at,NEDD4 binding protein 2-like 2,N4bp2l2
1435409_PM_at,transmembrane protein 26,Tmem26
1435410_PM_at,testicular cell adhesion molecule 1,Tcam1
1435411_PM_at,neurogenic differentiation 2,Neurod2
1435412_PM_at,synaptonemal complex central element protein 3,Syce3
1435413_PM_x_at,RIKEN cDNA 2700060E02 gene,2700060E02Rik
1435414_PM_s_at,dynactin 1,Dctn1
1435415_PM_x_at,MARCKS-like 1,Marcksl1
1435416_PM_x_at,"phosphatidylinositol glycan anchor biosynthesis, class Q",Pigq
1435417_PM_at,expressed sequence AI464131,AI464131
1435418_PM_at,"solute carrier family 22 (organic anion transporter), member 8",Slc22a8
1435419_PM_at,retrotransposon gag domain containing 4,Rgag4
1435420_PM_at,"solute carrier family 4, sodium bicarbonate cotransporter, member 5",Slc4a5
1435421_PM_at,fibronectin type 3 and SPRY domain-containing protein,Fsd1
1435422_PM_at,GSK3B interacting protein,Gskip
1435423_PM_x_at,GSK3B interacting protein,Gskip
1435424_PM_x_at,shisa homolog 9 (Xenopus laevis),Shisa9
1435425_PM_at,"phosphatidylserine decarboxylase, pseudogene 1 /// phosphatidylserine decarboxylase, pseudogene 3",Pisd-ps1 /// Pisd-ps3
1435426_PM_s_at,"phosphatidylserine decarboxylase, pseudogene 1 /// phosphatidylserine decarboxylase, pseudogene 3",Pisd-ps1 /// Pisd-ps3
1435427_PM_x_at,"family with sequence similarity 193, member A",Fam193a
1435428_PM_at,"family with sequence similarity 193, member A",Fam193a
1435429_PM_x_at,ribosomal protein S27-like,Rps27l
1435430_PM_at,trafficking protein particle complex subunit 10-like /// trafficking protein particle complex 10,LOC102641872 /// Trappc10
1435431_PM_at,"proteasome (prosome, macropain) assembly chaperone 4",Psmg4
1435432_PM_at,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",Agap1
1435433_PM_at,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",Agap1
1435434_PM_at,Braf transforming gene,Braf
1435435_PM_at,cortactin binding protein 2,Cttnbp2
1435436_PM_at,endothelial PAS domain protein 1,Epas1
1435437_PM_at,SET domain containing (lysine methyltransferase) 7,Setd7
1435438_PM_at,SRY (sex determining region Y)-box 8,Sox8
1435439_PM_at,DiGeorge syndrome critical region gene 8,Dgcr8
1435440_PM_at,PDZ domain containing 8,Pdzd8
1435441_PM_at,actin-binding LIM protein 2,Ablim2
1435442_PM_at,DDB1 and CUL4 associated factor 13,Dcaf13
1435443_PM_at,eyes absent 3 homolog (Drosophila),Eya3
1435444_PM_at,activating transcription factor 6,Atf6
1435445_PM_at,cyclin T2,Ccnt2
1435446_PM_a_at,choline phosphotransferase 1,Chpt1
1435447_PM_at,major intrinsic protein of eye lens fiber,Mip
1435448_PM_at,BCL2-like 11 (apoptosis facilitator),Bcl2l11
1435449_PM_at,BCL2-like 11 (apoptosis facilitator),Bcl2l11
1435450_PM_at,copine III,Cpne3
1435451_PM_at,"helicase, POLQ-like",Helq
1435452_PM_at,"solute carrier family 35, member G1",Slc35g1
1435453_PM_at,RIKEN cDNA A930011O12 gene,A930011O12Rik
1435454_PM_a_at,"helicase with zinc finger 2, transcriptional coactivator",Helz2
1435455_PM_at,intermediate filament family orphan 2,Iffo2
1435456_PM_at,tetratricopeptide repeat domain 28,Ttc28
1435457_PM_at,PDZ domain containing 4,Pdzd4
1435458_PM_at,proviral integration site 1,Pim1
1435459_PM_at,flavin containing monooxygenase 2,Fmo2
1435460_PM_at,"protein kinase, cGMP-dependent, type II",Prkg2
1435461_PM_at,"membrane associated guanylate kinase, WW and PDZ domain containing 3",Magi3
1435462_PM_at,"phosphatidylinositol-specific phospholipase C, X domain containing 2",Plcxd2
1435463_PM_s_at,myosin ID,Myo1d
1435464_PM_at,small integral membrane protein 14,Smim14
1435465_PM_at,kelch repeat and BTB (POZ) domain containing 11,Kbtbd11
1435466_PM_at,sterile alpha and HEAT/Armadillo motif containing 1,Sarm1
1435467_PM_at,"FYVE, RhoGEF and PH domain containing 6",Fgd6
1435468_PM_at,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",B3gnt9
1435469_PM_at,quiescin Q6 sulfhydryl oxidase 2,Qsox2
1435470_PM_at,uncharacterized LOC101056118,LOC101056118
1435471_PM_at,zinc finger protein 708,Zfp708
1435472_PM_at,kringle containing transmembrane protein 1,Kremen1
1435473_PM_at,"protein phosphatase 1, regulatory subunit 26",Ppp1r26
1435474_PM_at,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor",Taf5
1435475_PM_at,"lectin, mannose-binding 2-like",Lman2l
1435476_PM_a_at,"Fc receptor, IgG, low affinity IIb",Fcgr2b
1435477_PM_s_at,"Fc receptor, IgG, low affinity IIb",Fcgr2b
1435478_PM_at,WD repeat domain 26,Wdr26
1435479_PM_at,bone morphogenetic protein 7,Bmp7
1435480_PM_at,Braf transforming gene,Braf
1435481_PM_at,zinc finger protein 653,Zfp653
1435482_PM_at,fibrinogen C domain containing 1,Fibcd1
1435483_PM_x_at,"solute carrier family 25, member 32",Slc25a32
1435484_PM_at,"solute carrier family 5 (inositol transporters), member 3",Slc5a3
1435485_PM_at,ER membrane protein complex subunit 1,Emc1
1435486_PM_at,p21 protein (Cdc42/Rac)-activated kinase 3,Pak3
1435487_PM_at,"glutamate receptor, ionotropic, delta 2",Grid2
1435488_PM_at,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,Mthfd2l
1435489_PM_at,ring finger protein 130,Rnf130
1435490_PM_at,hexokinase 3,Hk3
1435491_PM_at,zinc finger protein 963,Zfp963
1435492_PM_at,suppressor of cytokine signaling 6,Socs6
1435493_PM_at,desmoplakin,Dsp
1435494_PM_s_at,desmoplakin,Dsp
1435495_PM_at,adenosine A1 receptor,Adora1
1435496_PM_at,"family with sequence similarity 213, member A",Fam213a
1435497_PM_at,TOPBP1-interacting checkpoint and replication regulator,Ticrr
1435498_PM_at,ADP-ribosylation factor interacting protein 2,Arfip2
1435499_PM_at,leucine zipper-EF-hand containing transmembrane protein 2,Letm2
1435500_PM_at,"RAB26, member RAS oncogene family",Rab26
1435501_PM_at,autophagy related 2B,Atg2b
1435502_PM_a_at,"bromodomain, testis-specific",Brdt
1435503_PM_at,"adaptor-related protein complex 5, zeta 1 subunit",Ap5z1
1435504_PM_at,"CAP-GLY domain containing linker protein family, member 4",Clip4
1435505_PM_at,dystrophia myotonica-containing WD repeat motif,Dmwd
1435506_PM_at,cyclin-dependent kinase-like 3,Cdkl3
1435507_PM_x_at,"protease, serine 2",Prss2
1435508_PM_x_at,"splicing factor 3B, subunit 6",Sf3b6
1435509_PM_x_at,CDK2 (cyclin-dependent kinase 2)-associated protein 1,Cdk2ap1
1435510_PM_at,protein phosphatase 1H (PP2C domain containing),Ppm1h
1435511_PM_at,synapsin II,Syn2
1435512_PM_at,coiled-coil domain containing 184,Ccdc184
1435513_PM_at,5-hydroxytryptamine (serotonin) receptor 2C,Htr2c
1435514_PM_at,leucine zipper transcription factor-like 1,Lztfl1
1435515_PM_at,---,---
1435516_PM_x_at,regulator of telomere elongation helicase 1,Rtel1
1435517_PM_x_at,v-ral simian leukemia viral oncogene homolog B (ras related),Ralb
1435518_PM_at,RAS related protein 1b,Rap1b
1435519_PM_at,RAS related protein 1b,Rap1b
1435520_PM_at,musashi RNA-binding protein 2,Msi2
1435521_PM_at,musashi RNA-binding protein 2,Msi2
1435522_PM_a_at,oligosaccharyltransferase 4 homolog (S. cerevisiae),Ost4
1435523_PM_s_at,RIKEN cDNA 2700089E24 gene,2700089E24Rik
1435524_PM_at,small nucleolar RNA host gene 8,Snhg8
1435525_PM_at,potassium channel tetramerisation domain containing 17,Kctd17
1435526_PM_at,torsin A interacting protein 2,Tor1aip2
1435527_PM_at,nuclear factor I/C,Nfic
1435528_PM_at,DNL-type zinc finger,Dnlz
1435529_PM_at,predicted gene 14446,Gm14446
1435530_PM_at,calmodulin regulated spectrin-associated protein 1,Camsap1
1435531_PM_at,ubiquitin specific peptidase 3,Usp3
1435532_PM_at,ribosomal modification protein rimK-like family member B,Rimklb
1435533_PM_s_at,ribosomal modification protein rimK-like family member B,Rimklb
1435534_PM_a_at,translocase of outer mitochondrial membrane 20 homolog (yeast),Tomm20
1435535_PM_at,DEP domain containing 5,Depdc5
1435536_PM_at,DNA-damage inducible protein 2,Ddi2
1435537_PM_at,"protein tyrosine phosphatase, receptor type, D",Ptprd
1435538_PM_at,RIKEN cDNA 0610030E20 gene,0610030E20Rik
1435539_PM_at,huntingtin,Htt
1435540_PM_at,"immunity-related GTPase family, Q",Irgq
1435541_PM_at,"betacellulin, epidermal growth factor family member",Btc
1435542_PM_s_at,CTTNBP2 N-terminal like,Cttnbp2nl
1435543_PM_at,adenomatosis polyposis coli,Apc
1435544_PM_at,alanyl-tRNA synthetase /// exosome component 6,Aars /// Exosc6
1435545_PM_at,GLTSCR1-like,Gltscr1l
1435546_PM_a_at,RIKEN cDNA 1810013L24 gene,1810013L24Rik
1435547_PM_at,MKL/myocardin-like 2,Mkl2
1435548_PM_at,MRS2 magnesium homeostasis factor homolog (S. cerevisiae),Mrs2
1435549_PM_at,"transient receptor potential cation channel, subfamily M, member 4",Trpm4
1435550_PM_at,lysine (K)-specific methyltransferase 2D,Kmt2d
1435551_PM_at,formin homology 2 domain containing 3,Fhod3
1435552_PM_at,OTU domain containing 7B,Otud7b
1435553_PM_at,PDZ domain containing 2,Pdzd2
1435554_PM_at,transmembrane and coiled coil domains 3,Tmcc3
1435555_PM_at,"POU domain, class 2, transcription factor 1",Pou2f1
1435556_PM_at,zinc finger protein 597,Zfp597
1435557_PM_at,formin homology 2 domain containing 1,Fhod1
1435558_PM_at,brain-specific angiogenesis inhibitor 2,Bai2
1435559_PM_at,myosin VI,Myo6
1435560_PM_at,integrin alpha L,Itgal
1435561_PM_at,Ets2 repressor factor,Erf
1435562_PM_at,PDZ domain containing 8,Pdzd8
1435563_PM_at,mitochondrial ribosomal protein S5,Mrps5
1435564_PM_at,neuralized homolog 1b (Drosophila),Neurl1b
1435565_PM_at,vacuolar protein sorting 29 (S. pombe),Vps29
1435566_PM_s_at,v-raf murine sarcoma 3611 viral oncogene homolog,Araf
1435567_PM_at,phosphorylase kinase alpha 1,Phka1
1435568_PM_at,tetratricopeptide repeat domain 37,Ttc37
1435569_PM_at,RIKEN cDNA D630029K05 gene,D630029K05Rik
1435570_PM_s_at,RIKEN cDNA D630029K05 gene,D630029K05Rik
1435571_PM_at,myelin protein zero-like 3,Mpzl3
1435572_PM_at,RIKEN cDNA 2310014L17 gene,2310014L17Rik
1435573_PM_at,OTU domain containing 5,Otud5
1435574_PM_at,---,---
1435575_PM_at,kinetochore associated 1,Kntc1
1435576_PM_at,expressed sequence AW413774,AW413774
1435577_PM_at,disabled 1,Dab1
1435578_PM_s_at,disabled 1,Dab1
1435579_PM_at,---,---
1435580_PM_at,pseudopodium-enriched atypical kinase 1,Peak1
1435581_PM_at,beta-site APP-cleaving enzyme 2,Bace2
1435582_PM_at,WD repeat and FYVE domain containing 4,Wdfy4
1435583_PM_at,---,---
1435584_PM_at,RIKEN cDNA A630033H20 gene,A630033H20Rik
1435585_PM_at,transcription elongation factor A (SII)-like 7,Tceal7
1435586_PM_at,PCI domain containing 2,Pcid2
1435587_PM_at,PCI domain containing 2,Pcid2
1435588_PM_at,WD repeat and FYVE domain containing 1,Wdfy1
1435589_PM_at,coiled-coil domain containing 85B,Ccdc85b
1435590_PM_at,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)",Dcun1d5
1435591_PM_at,expressed sequence AI426330,AI426330
1435592_PM_at,eukaryotic translation initiation factor 5B,Eif5b
1435593_PM_x_at,ribosomal protein S7,Rps7
1435594_PM_at,atlastin GTPase 2,Atl2
1435595_PM_at,RIKEN cDNA 1810011O10 gene,1810011O10Rik
1435596_PM_at,gamma-secretase activating protein,Gsap
1435597_PM_at,"ATPase family, AAA domain containing 5",Atad5
1435598_PM_at,expressed sequence BB319198,BB319198
1435599_PM_at,cerebral cavernous malformation 2-like,Ccm2l
1435600_PM_s_at,cerebral cavernous malformation 2-like,Ccm2l
1435601_PM_at,PH domain and leucine rich repeat protein phosphatase 2,Phlpp2
1435602_PM_at,selenophosphate synthetase 2,Sephs2
1435603_PM_at,"sushi, nidogen and EGF-like domains 1",Sned1
1435604_PM_at,tripartite motif-containing 37,Trim37
1435605_PM_at,ARP3 actin-related protein 3B,Actr3b
1435606_PM_at,galactose-3-O-sulfotransferase 4 /// glypican 2 (cerebroglycan),Gal3st4 /// Gpc2
1435607_PM_at,"glutamate receptor, metabotropic 2",Grm2
1435608_PM_at,zinc and ring finger 3,Znrf3
1435609_PM_at,transformation related protein 53 binding protein 1,Trp53bp1
1435610_PM_at,"family with sequence similarity 19, member A4",Fam19a4
1435611_PM_x_at,"chymotrypsin-like elastase family, member 3B",Cela3b
1435612_PM_at,opioid binding protein/cell adhesion molecule-like,Opcml
1435613_PM_x_at,cytochrome c oxidase subunit Vb,Cox5b
1435614_PM_s_at,RAS protein-specific guanine nucleotide-releasing factor 1,Rasgrf1
1435615_PM_at,zinc finger protein 365,Zfp365
1435616_PM_at,"cytochrome P450, family 20, subfamily a, polypeptide 1",Cyp20a1
1435617_PM_at,calmodulin-lysine N-methyltransferase,Camkmt
1435618_PM_at,paraneoplastic antigen MA2,Pnma2
1435619_PM_at,PHD finger protein 21A,Phf21a
1435620_PM_at,kelch domain containing 9 /// prefoldin 2,Klhdc9 /// Pfdn2
1435621_PM_at,fatty acyl CoA reductase 2,Far2
1435622_PM_at,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,Hs3st3a1
1435623_PM_at,"ring finger protein, transmembrane 2",Rnft2
1435624_PM_at,"kazrin, periplakin interacting protein",Kazn
1435625_PM_at,ectonucleoside triphosphate diphosphohydrolase 7,Entpd7
